nMC	Rp	Porb	Mp	ecc	inc	Omega	omega	theta	Abond	AgeomVIS	AgeomMIR	zodis	a	rp	ang_sep	ang_sep_max	Finc	f	Tp	nstar	SName	Rs	Ms	Ts	dist	stype	ra	dec	lGal	bGal	
Nuniverse	Rp	Porb	Mp	ep	ip	Omegap	omegap	thetap	Abond	AgeomVIS	AgeomMIR	z	ap	rp	AngSep	maxAngSep	Fp	fp	Tp	Nstar	SName	Rs	Ms	Ts	Ds	Stype	RA	Dec	lGal	bGal	
0	0.71232	20.90725	0.42737	0.00000	1.24710	3.00372	2.85704	1.62446	0.12420	0.09787	0.07392	4.50021	0.12734	0.12734	0.00262	0.00680	6.52159	0.92935	430.27212	72	HD 111261B	0.65400	0.63000	4070.00000	18.73399	K	192.04162	-24.80462	301.98900	38.06114	
0	1.56276	51.45406	11.56315	0.00000	1.24710	0.56030	2.61441	2.07972	0.25039	0.54963	0.07439	4.50021	0.23211	0.23211	0.00395	0.01239	1.96271	0.95148	306.53267	72	HD 111261B	0.65400	0.63000	4070.00000	18.73399	K	192.04162	-24.80462	301.98900	38.06114	
1	3.45638	11.31575	14.52661	0.00000	2.43707	4.67056	5.61237	0.81708	0.66930	0.32076	0.00149	3.42852	0.08457	0.08457	0.00449	0.00451	14.78557	0.27253	413.87721	72	HD 111261B	0.65400	0.63000	4070.00000	18.73399	K	192.04162	-24.80462	301.98900	38.06114	
1	1.77979	280.81233	2.88098	0.00000	2.43707	0.77862	5.86987	2.52043	0.47103	0.24916	0.02572	3.42852	0.71950	0.71950	0.03190	0.03841	0.20427	0.09068	159.57351	72	HD 111261B	0.65400	0.63000	4070.00000	18.73399	K	192.04162	-24.80462	301.98900	38.06114	
2	3.28899	8.86100	20.66809	0.00000	0.52463	2.75039	4.64866	2.74041	0.75915	0.35694	0.05076	2.26935	0.07185	0.07185	0.00343	0.00384	20.48514	0.12692	414.81070	72	HD 111261B	0.65400	0.63000	4070.00000	18.73399	K	192.04162	-24.80462	301.98900	38.06114	
2	3.19949	15.34212	28.21113	0.00000	0.52463	5.56166	4.89286	0.07778	0.09967	0.26403	0.02773	2.26935	0.10360	0.10360	0.00484	0.00553	9.85301	0.59857	480.33766	72	HD 111261B	0.65400	0.63000	4070.00000	18.73399	K	192.04162	-24.80462	301.98900	38.06114	
3	7.07989	1.71425	54.78689	0.00000	0.70986	5.33626	5.83986	4.38901	0.23056	0.23367	0.08769	149.57699	0.02403	0.02403	0.00113	0.00128	183.08463	0.58875	958.87058	72	HD 111261B	0.65400	0.63000	4070.00000	18.73399	K	192.04162	-24.80462	301.98900	38.06114	
3	1.23625	115.80485	1.13287	0.00000	0.70986	3.67231	1.05544	5.34767	0.54384	0.01099	0.03834	149.57699	0.39863	0.39863	0.02121	0.02128	0.66545	0.28029	206.59109	72	HD 111261B	0.65400	0.63000	4070.00000	18.73399	K	192.04162	-24.80462	301.98900	38.06114	
4	2.84901	7.55230	9.79517	0.00000	1.85105	5.31432	3.48649	5.69014	0.26379	0.21793	0.09813	2.12108	0.06459	0.06459	0.00335	0.00345	25.34993	0.20921	578.49425	72	HD 111261B	0.65400	0.63000	4070.00000	18.73399	K	192.04162	-24.80462	301.98900	38.06114	
4	4.49664	17.69242	28.80238	0.00000	1.85105	1.28152	0.63844	3.52787	0.60194	0.41829	0.01486	2.12108	0.11392	0.11392	0.00347	0.00608	8.14766	0.84412	373.50710	72	HD 111261B	0.65400	0.63000	4070.00000	18.73399	K	192.04162	-24.80462	301.98900	38.06114	
0	2.79798	1.61708	7.32656	0.00000	0.86353	4.16466	1.38567	5.99957	0.26539	0.23168	0.06588	199.56692	0.02603	0.02603	0.00115	0.00157	829.49296	0.05573	1382.83850	73	HD 116442	0.87600	0.90000	5340.00000	16.59721	G	200.91314	2.72333	321.83396	64.40634	
0	1.80751	75.41436	4.09898	0.00000	0.86353	5.17613	3.37753	2.71428	0.52910	0.27001	0.07251	199.56692	0.33730	0.33730	0.02011	0.02032	4.94139	0.39394	343.75521	73	HD 116442	0.87600	0.90000	5340.00000	16.59721	G	200.91314	2.72333	321.83396	64.40634	
0	0.64493	371.64218	2.11067	0.00000	0.86353	2.89077	2.84734	1.43804	0.26536	0.51436	0.01699	199.56692	0.97679	0.97679	0.04249	0.05885	0.58923	0.74405	225.75861	73	HD 116442	0.87600	0.90000	5340.00000	16.59721	G	200.91314	2.72333	321.83396	64.40634	
1	3.26991	17.55761	3.69518	0.00000	1.50570	4.67368	2.59744	3.57569	0.60584	0.21449	0.09075	6.82474	0.12765	0.12765	0.00764	0.00769	34.50119	0.37502	534.47857	73	HD 116442	0.87600	0.90000	5340.00000	16.59721	G	200.91314	2.72333	321.83396	64.40634	
1	1.19804	90.92100	0.84736	0.00000	1.50570	0.77410	5.92917	3.33193	0.68529	0.16639	0.00183	6.82474	0.38209	0.38209	0.02271	0.02302	3.85096	0.24122	292.02712	73	HD 116442	0.87600	0.90000	5340.00000	16.59721	G	200.91314	2.72333	321.83396	64.40634	
1	1.06808	183.49410	1.64560	0.00000	1.50570	0.20148	2.38627	4.48967	0.26978	0.58737	0.05300	6.82474	0.61019	0.61019	0.03052	0.03676	1.50994	0.09046	285.20451	73	HD 116442	0.87600	0.90000	5340.00000	16.59721	G	200.91314	2.72333	321.83396	64.40634	
1	0.96602	406.31106	0.66065	0.00000	1.50570	2.81917	2.79895	0.38478	0.06695	0.11205	0.03275	6.82474	1.03663	1.03663	0.06240	0.06246	0.52317	0.33961	232.64355	73	HD 116442	0.87600	0.90000	5340.00000	16.59721	G	200.91314	2.72333	321.83396	64.40634	
2	0.63779	144.43666	0.20254	0.00000	0.85599	3.31232	0.14784	3.10959	0.06409	0.13115	0.09504	6.79880	0.52020	0.52020	0.03122	0.03134	2.07755	0.36317	328.66280	73	HD 116442	0.87600	0.90000	5340.00000	16.59721	G	200.91314	2.72333	321.83396	64.40634	
3	0.52371	59.84967	0.07641	0.00000	0.53171	4.01195	0.41806	3.76685	0.35907	0.47775	0.00313	6.17853	0.28913	0.28913	0.01566	0.01742	6.72521	0.56842	401.03526	73	HD 116442	0.87600	0.90000	5340.00000	16.59721	G	200.91314	2.72333	321.83396	64.40634	
4	0.71400	4.02018	0.19838	0.00000	0.51372	4.81940	0.44916	1.19432	0.58372	0.16642	0.07703	1.58589	0.04778	0.04778	0.00251	0.00288	246.29816	0.11231	885.65713	73	HD 116442	0.87600	0.90000	5340.00000	16.59721	G	200.91314	2.72333	321.83396	64.40634	
4	0.56068	14.52057	0.10648	0.00000	0.51372	4.52063	2.95304	6.09459	0.34218	0.54545	0.00907	1.58589	0.11247	0.11247	0.00666	0.00678	44.44365	0.23305	647.19233	73	HD 116442	0.87600	0.90000	5340.00000	16.59721	G	200.91314	2.72333	321.83396	64.40634	
4	0.66586	70.42186	0.25445	0.00000	0.51372	4.29997	0.58336	5.36161	0.66894	0.13960	0.05290	1.58589	0.32225	0.32225	0.01916	0.01942	5.41391	0.40408	322.03902	73	HD 116442	0.87600	0.90000	5340.00000	16.59721	G	200.91314	2.72333	321.83396	64.40634	
4	1.06757	180.43985	0.68863	0.00000	0.51372	0.93243	4.25051	5.30349	0.16913	0.32587	0.07041	1.58589	0.60340	0.60340	0.03628	0.03636	1.54411	0.35061	296.21499	73	HD 116442	0.87600	0.90000	5340.00000	16.59721	G	200.91314	2.72333	321.83396	64.40634	
0	0.75943	105.89270	0.48401	0.00000	1.71139	1.07758	6.04908	5.10348	0.54868	0.43849	0.00225	1.16071	0.39978	0.39978	0.00504	0.02412	1.92437	0.97894	268.68771	74	HD 116443	0.74200	0.76000	4990.00000	16.57350	K	200.92019	2.72527	321.85087	64.40618	
2	1.25443	16.41388	3.54503	0.00000	1.42924	4.24316	4.24079	3.32476	0.31483	0.59333	0.02181	1.31626	0.11536	0.11536	0.00219	0.00696	23.11155	0.00345	555.21434	74	HD 116443	0.74200	0.76000	4990.00000	16.57350	K	200.92019	2.72527	321.85087	64.40618	
2	0.71833	80.88435	0.57137	0.00000	1.42924	4.32760	0.53416	3.87903	0.04333	0.39975	0.04061	1.31626	0.33406	0.33406	0.00653	0.02016	2.75608	0.94979	354.66399	74	HD 116443	0.74200	0.76000	4990.00000	16.57350	K	200.92019	2.72527	321.85087	64.40618	
2	0.56924	248.56652	0.09209	0.00000	1.42924	5.45059	5.67162	0.82389	0.16211	0.13645	0.09559	1.31626	0.70611	0.70611	0.04167	0.04260	0.61686	0.22095	235.99218	74	HD 116443	0.74200	0.76000	4990.00000	16.57350	K	200.92019	2.72527	321.85087	64.40618	
3	3.22052	9.05112	28.80238	0.00000	0.78260	0.68902	0.04885	1.46592	0.12085	0.08611	0.06195	2.04599	0.07757	0.07757	0.00332	0.00468	51.11024	0.04908	720.60304	74	HD 116443	0.74200	0.76000	4990.00000	16.57350	K	200.92019	2.72527	321.85087	64.40618	
4	0.51988	17.56407	0.06747	0.00000	2.30633	2.10374	3.59896	4.83685	0.40534	0.18079	0.03120	0.70801	0.12069	0.12069	0.00572	0.00728	21.11594	0.07188	523.92936	74	HD 116443	0.74200	0.76000	4990.00000	16.57350	K	200.92019	2.72527	321.85087	64.40618	
4	0.79976	26.65819	0.41860	0.00000	2.30633	4.03487	1.25061	5.47280	0.05739	0.17666	0.01768	0.70801	0.15939	0.15939	0.00912	0.00962	12.10607	0.17635	511.54948	74	HD 116443	0.74200	0.76000	4990.00000	16.57350	K	200.92019	2.72527	321.85087	64.40618	
4	2.91261	150.34383	30.65155	0.00000	2.30633	3.15509	1.24496	1.47248	0.52184	0.18961	0.09972	0.70801	0.50501	0.50501	0.02902	0.03047	1.20595	0.18067	242.53825	74	HD 116443	0.74200	0.76000	4990.00000	16.57350	K	200.92019	2.72527	321.85087	64.40618	
0	2.33216	6.52150	5.04378	0.00000	1.66739	4.28063	5.80451	4.76000	0.72905	0.33156	0.00539	159.82855	0.05887	0.05887	0.00172	0.00403	34.47651	0.91322	486.58440	75	HD 120036A	0.65600	0.64000	4190.00000	14.60888	K	206.92567	-32.43004	316.49097	28.95598	
0	1.17058	8.80755	1.68009	0.00000	1.66739	6.06155	0.46353	4.87730	0.42626	0.08310	0.06370	159.82855	0.07193	0.07193	0.00292	0.00492	23.09476	0.83124	531.02015	75	HD 120036A	0.65600	0.64000	4190.00000	14.60888	K	206.92567	-32.43004	316.49097	28.95598	
1	0.79126	2.08185	1.98333	0.00000	0.81495	1.89160	0.14801	1.59507	0.14704	0.53697	0.06362	447.37468	0.02750	0.02750	0.00131	0.00188	158.02323	0.04587	948.34370	75	HD 120036A	0.65600	0.64000	4190.00000	14.60888	K	206.92567	-32.43004	316.49097	28.95598	
1	1.47198	49.64556	3.85169	0.00000	0.81495	0.66175	1.78717	4.42627	0.64409	0.54298	0.02472	447.37468	0.22783	0.22783	0.01558	0.01560	2.30222	0.34408	264.80413	75	HD 120036A	0.65600	0.64000	4190.00000	14.60888	K	206.92567	-32.43004	316.49097	28.95598	
1	1.77107	95.21941	3.47225	0.00000	0.81495	1.34202	4.69392	4.85565	0.24124	0.48719	0.08962	447.37468	0.35171	0.35171	0.02398	0.02407	0.96609	0.36490	257.53396	75	HD 120036A	0.65600	0.64000	4190.00000	14.60888	K	206.92567	-32.43004	316.49097	28.95598	
1	1.84148	240.15988	5.14948	0.00000	0.81495	5.72769	0.28077	2.02838	0.77834	0.02109	0.05351	447.37468	0.65168	0.65168	0.03760	0.04461	0.28140	0.09654	139.09370	75	HD 120036A	0.65600	0.64000	4190.00000	14.60888	K	206.92567	-32.43004	316.49097	28.95598	
1	0.70238	332.14221	0.50451	0.00000	0.81495	0.38152	2.15298	4.71385	0.26433	0.16882	0.03219	447.37468	0.80893	0.80893	0.05073	0.05537	0.18262	0.14376	168.50518	75	HD 120036A	0.65600	0.64000	4190.00000	14.60888	K	206.92567	-32.43004	316.49097	28.95598	
2	2.91416	48.09711	11.09328	0.00000	2.01618	4.91685	4.78051	0.31044	0.61715	0.34926	0.00600	3.40861	0.22307	0.22307	0.00832	0.01527	2.40157	0.85818	272.54189	75	HD 120036A	0.65600	0.64000	4190.00000	14.60888	K	206.92567	-32.43004	316.49097	28.95598	
3	1.50877	3.80465	3.40098	0.00000	2.66381	4.80754	3.57336	4.04950	0.32739	0.28709	0.03935	0.03506	0.04111	0.04111	0.00252	0.00281	70.72405	0.12697	730.94718	75	HD 120036A	0.65600	0.64000	4190.00000	14.60888	K	206.92567	-32.43004	316.49097	28.95598	
3	10.32952	17.79163	319.41651	0.00000	2.66381	4.40851	5.46188	1.43798	0.28752	0.09115	0.09718	0.03506	0.11495	0.11495	0.00759	0.00787	9.04411	0.19667	443.44344	75	HD 120036A	0.65600	0.64000	4190.00000	14.60888	K	206.92567	-32.43004	316.49097	28.95598	
4	0.78055	5.60462	0.70306	0.00000	1.85904	1.42392	4.43429	4.41438	0.19461	0.03204	0.07358	2.88037	0.05322	0.05322	0.00311	0.00364	42.19478	0.10166	672.00024	75	HD 120036A	0.65600	0.64000	4190.00000	14.60888	K	206.92567	-32.43004	316.49097	28.95598	
4	3.04009	21.47467	11.80549	0.00000	1.85904	0.23992	6.11877	2.78736	0.22393	0.28081	0.09630	2.88037	0.13031	0.13031	0.00785	0.00892	7.03750	0.11736	425.48437	75	HD 120036A	0.65600	0.64000	4190.00000	14.60888	K	206.92567	-32.43004	316.49097	28.95598	
4	1.11255	434.85456	1.57873	0.00000	1.85904	1.61365	2.05039	2.04798	0.18899	0.36359	0.00955	2.88037	0.96811	0.96811	0.04117	0.06627	0.12751	0.81417	157.83112	75	HD 120036A	0.65600	0.64000	4190.00000	14.60888	K	206.92567	-32.43004	316.49097	28.95598	
0	1.95940	8.29998	3.77263	0.00000	0.54918	2.67823	1.11769	3.36445	0.53607	0.33682	0.02182	9.98767	0.06878	0.06878	0.00406	0.00472	22.35185	0.61449	499.45507	76	HD 120036B	0.65400	0.63000	4070.00000	14.57416	K	206.92852	-32.43085	316.49340	28.95459	
1	1.26110	9.97652	7.02884	0.00000	1.74559	1.17092	2.21846	5.18484	0.61266	0.50806	0.07017	25.62085	0.07776	0.07776	0.00247	0.00534	17.48948	0.01155	449.02496	76	HD 120036B	0.65400	0.63000	4070.00000	14.57416	K	206.92852	-32.43085	316.49340	28.95459	
1	3.93971	19.69513	10.00046	0.00000	1.74559	5.72433	2.22958	5.58944	0.20747	0.11617	0.08083	25.62085	0.12236	0.12236	0.00149	0.00840	7.06216	0.00060	428.09694	76	HD 120036B	0.65400	0.63000	4070.00000	14.57416	K	206.92852	-32.43085	316.49340	28.95459	
2	1.23545	29.70835	2.59716	0.00000	0.95838	1.22271	0.15108	4.44966	0.67751	0.04136	0.04636	2.32323	0.16094	0.16094	0.00643	0.01104	4.08236	0.83764	298.13292	76	HD 120036B	0.65400	0.63000	4070.00000	14.57416	K	206.92852	-32.43085	316.49340	28.95459	
2	0.78982	42.63046	0.22006	0.00000	0.95838	3.66517	4.14504	2.97317	0.48612	0.28181	0.09001	2.32323	0.20475	0.20475	0.01117	0.01405	2.52226	0.07561	296.97293	76	HD 120036B	0.65400	0.63000	4070.00000	14.57416	K	206.92852	-32.43085	316.49340	28.95459	
2	1.47710	77.35257	5.95415	0.00000	0.95838	2.83053	2.40348	1.12254	0.70705	0.06719	0.08269	2.32323	0.30460	0.30460	0.01989	0.02090	1.13968	0.48686	211.56685	76	HD 120036B	0.65400	0.63000	4070.00000	14.57416	K	206.92852	-32.43085	316.49340	28.95459	
2	0.94535	262.11800	0.59557	0.00000	0.95838	6.22798	6.25384	3.22444	0.50759	0.26977	0.00985	2.32323	0.68720	0.68720	0.04711	0.04715	0.22392	0.34049	160.38281	76	HD 120036B	0.65400	0.63000	4070.00000	14.57416	K	206.92852	-32.43085	316.49340	28.95459	
3	2.78603	17.56864	13.65024	0.00000	2.68560	5.55424	5.44805	5.60467	0.40960	0.04386	0.06586	0.83941	0.11339	0.11339	0.00699	0.00778	8.22429	0.56941	413.15750	76	HD 120036B	0.65400	0.63000	4070.00000	14.57416	K	206.92852	-32.43085	316.49340	28.95459	
4	3.03359	224.05885	12.05291	0.00000	0.88450	4.71200	1.07964	4.12605	0.09032	0.07981	0.08463	145.07656	0.61896	0.61896	0.03109	0.04247	0.27602	0.73625	197.01942	76	HD 120036B	0.65400	0.63000	4070.00000	14.57416	K	206.92852	-32.43085	316.49340	28.95459	
4	1.37595	414.64317	5.25741	0.00000	0.88450	6.22355	1.84536	4.42719	0.35529	0.41984	0.06719	145.07656	0.93297	0.93297	0.06401	0.06402	0.12148	0.32243	147.23950	76	HD 120036B	0.65400	0.63000	4070.00000	14.57416	K	206.92852	-32.43085	316.49340	28.95459	
0	1.42213	13.20212	3.06594	0.00000	1.70161	0.83857	4.76230	4.05286	0.24205	0.15103	0.01934	3.98725	0.09844	0.09844	0.00415	0.00504	23.51940	0.08730	571.90112	77	HD 139477	0.72000	0.73000	4700.00000	19.54969	K	233.83352	60.08699	94.33158	46.91397	
1	1.62195	0.83297	7.02884	0.00000	0.72898	3.43957	1.12149	3.57519	0.18145	0.33440	0.08924	6.24249	0.01560	0.01560	0.00060	0.00080	936.35841	0.72497	1464.45218	77	HD 139477	0.72000	0.73000	4700.00000	19.54969	K	233.83352	60.08699	94.33158	46.91397	
1	1.22539	19.44898	1.86368	0.00000	0.72898	2.90346	0.94503	5.86893	0.24619	0.00681	0.06324	6.24249	0.12745	0.12745	0.00614	0.00652	14.03100	0.16799	501.92768	77	HD 139477	0.72000	0.73000	4700.00000	19.54969	K	233.83352	60.08699	94.33158	46.91397	
1	1.43495	144.65891	2.11067	0.00000	0.72898	1.73959	5.85947	2.68417	0.72231	0.41154	0.03595	6.24249	0.48563	0.48563	0.02131	0.02484	0.96640	0.10441	200.32385	77	HD 139477	0.72000	0.73000	4700.00000	19.54969	K	233.83352	60.08699	94.33158	46.91397	
1	1.58515	286.94701	2.65160	0.00000	0.72898	0.71781	3.28029	4.55997	0.27723	0.20698	0.06180	6.24249	0.76668	0.76668	0.02925	0.03922	0.38775	0.05894	202.50733	77	HD 139477	0.72000	0.73000	4700.00000	19.54969	K	233.83352	60.08699	94.33158	46.91397	
1	2.25645	445.87812	8.64896	0.00000	0.72898	4.75238	4.09678	4.24414	0.56505	0.00054	0.09918	6.24249	1.02854	1.02854	0.04253	0.05261	0.21544	0.08091	153.99107	77	HD 139477	0.72000	0.73000	4700.00000	19.54969	K	233.83352	60.08699	94.33158	46.91397	
2	0.85885	19.62835	0.81293	0.00000	1.24105	1.12291	5.97872	1.99943	0.54620	0.38039	0.04878	1.21131	0.12823	0.12823	0.00226	0.00656	13.86030	0.00455	440.77064	77	HD 139477	0.72000	0.73000	4700.00000	19.54969	K	233.83352	60.08699	94.33158	46.91397	
3	0.67416	8.06774	0.19431	0.00000	0.47815	3.10764	1.20668	3.58885	0.49945	0.37323	0.09398	1.18576	0.07089	0.07089	0.00322	0.00363	45.35395	0.58168	607.53186	77	HD 139477	0.72000	0.73000	4700.00000	19.54969	K	233.83352	60.08699	94.33158	46.91397	
3	2.10849	73.74024	5.36760	0.00000	0.47815	5.84938	0.27025	0.52137	0.60800	0.37591	0.00559	1.18576	0.30990	0.30990	0.01498	0.01585	2.37326	0.17183	273.34563	77	HD 139477	0.72000	0.73000	4700.00000	19.54969	K	233.83352	60.08699	94.33158	46.91397	
3	2.79694	133.33007	8.29751	0.00000	0.47815	2.81233	1.01077	0.92457	0.45386	0.36476	0.05871	1.18576	0.45994	0.45994	0.02124	0.02353	1.07741	0.13325	243.76703	77	HD 139477	0.72000	0.73000	4700.00000	19.54969	K	233.83352	60.08699	94.33158	46.91397	
0	0.85845	284.76913	0.76388	0.00000	1.15550	1.81526	2.39772	3.85641	0.58337	0.07648	0.08053	266.84928	0.82987	0.82987	0.05773	0.05775	0.98201	0.33171	222.59802	78	HD 144579	0.90900	0.94000	5490.00000	14.37050	G	241.23664	39.15651	62.36934	48.27260	
1	15.58486	0.50130	62.04756	0.00000	0.91376	4.68560	3.70496	3.91904	0.62641	0.24608	0.06228	503.37111	0.01210	0.01210	0.00054	0.00084	4620.00973	0.03329	1793.96070	78	HD 144579	0.90900	0.94000	5490.00000	14.37050	G	241.23664	39.15651	62.36934	48.27260	
1	1.52192	19.63945	2.15490	0.00000	0.91376	4.00783	6.12591	5.31991	0.60398	0.11759	0.04593	503.37111	0.13956	0.13956	0.00681	0.00971	34.72183	0.75975	535.96090	78	HD 144579	0.90900	0.94000	5490.00000	14.37050	G	241.23664	39.15651	62.36934	48.27260	
2	0.66829	0.71060	0.25978	0.00000	1.52059	2.00498	5.85719	4.74193	0.45306	0.03629	0.06058	1.11551	0.01527	0.01527	0.00041	0.00106	2901.37900	0.92793	1756.66728	78	HD 144579	0.90900	0.94000	5490.00000	14.37050	G	241.23664	39.15651	62.36934	48.27260	
2	1.01624	9.91505	2.49163	0.00000	1.52059	5.63522	5.22704	3.35332	0.69333	0.09793	0.02289	1.11551	0.08849	0.08849	0.00410	0.00616	86.37376	0.03878	631.41581	78	HD 144579	0.90900	0.94000	5490.00000	14.37050	G	241.23664	39.15651	62.36934	48.27260	
2	1.55438	128.98445	1.82542	0.00000	1.52059	5.53212	1.83383	4.56464	0.50695	0.40058	0.06722	1.11551	0.48945	0.48945	0.03383	0.03406	2.82309	0.26297	302.31346	78	HD 144579	0.90900	0.94000	5490.00000	14.37050	G	241.23664	39.15651	62.36934	48.27260	
3	3.12317	6.94272	11.56315	0.00000	0.55736	3.28103	2.26264	1.46360	0.14427	0.46756	0.09263	0.73700	0.06977	0.06977	0.00464	0.00486	138.91075	0.47794	919.01410	78	HD 144579	0.90900	0.94000	5490.00000	14.37050	G	241.23664	39.15651	62.36934	48.27260	
3	1.01969	324.74566	2.59716	0.00000	0.55736	4.59498	0.82872	2.91581	0.21999	0.44338	0.05444	0.73700	0.90582	0.90582	0.06013	0.06303	0.82423	0.48271	249.22481	78	HD 144579	0.90900	0.94000	5490.00000	14.37050	G	241.23664	39.15651	62.36934	48.27260	
3	1.88025	483.31215	8.64896	0.00000	0.55736	2.32377	1.51297	1.65922	0.29517	0.13637	0.06411	0.73700	1.18077	1.18077	0.08216	0.08217	0.48507	0.32644	212.82656	78	HD 144579	0.90900	0.94000	5490.00000	14.37050	G	241.23664	39.15651	62.36934	48.27260	
4	1.85728	8.53035	5.59494	0.00000	0.61418	2.92911	2.08571	5.98037	0.43230	0.10014	0.05608	0.70556	0.08004	0.08004	0.00460	0.00557	105.55675	0.08862	774.38169	78	HD 144579	0.90900	0.94000	5490.00000	14.37050	G	241.23664	39.15651	62.36934	48.27260	
4	3.93574	22.74642	18.24955	0.00000	0.61418	0.72582	3.39980	3.30796	0.20848	0.42976	0.04449	0.70556	0.15392	0.15392	0.01040	0.01071	28.54681	0.20863	606.81737	78	HD 144579	0.90900	0.94000	5490.00000	14.37050	G	241.23664	39.15651	62.36934	48.27260	
4	0.70814	90.10657	0.19838	0.00000	0.61418	5.64361	3.42814	2.05450	0.07860	0.10859	0.03531	0.70556	0.38535	0.38535	0.02441	0.02682	4.55442	0.55276	398.35832	78	HD 144579	0.90900	0.94000	5490.00000	14.37050	G	241.23664	39.15651	62.36934	48.27260	
4	0.76062	469.06430	0.24923	0.00000	0.61418	3.12897	2.53876	6.00863	0.42220	0.21877	0.05497	0.70556	1.15745	1.15745	0.07220	0.08054	0.50481	0.12851	204.54127	78	HD 144579	0.90900	0.94000	5490.00000	14.37050	G	241.23664	39.15651	62.36934	48.27260	
0	0.61093	0.56019	0.11332	0.00000	2.67639	1.16546	0.65892	4.44163	0.29270	0.58706	0.04585	650.77514	0.00751	0.00751	0.00047	0.00052	87.12370	0.55378	779.80976	79	HD 144579B	0.24300	0.18000	3100.00000	14.40314	M	241.21191	39.15998	62.37541	48.29167	
0	2.24737	2.04635	7.17616	0.00000	2.67639	4.61617	3.45133	2.28960	0.31377	0.13381	0.05751	650.77514	0.01781	0.01781	0.00120	0.00124	15.48629	0.44264	502.52600	79	HD 144579B	0.24300	0.18000	3100.00000	14.40314	M	241.21191	39.15998	62.37541	48.29167	
0	2.20508	7.51030	3.77263	0.00000	2.67639	1.50548	5.20854	0.72462	0.59668	0.32120	0.05957	650.77514	0.04238	0.04238	0.00291	0.00294	2.73555	0.39900	285.25129	79	HD 144579B	0.24300	0.18000	3100.00000	14.40314	M	241.21191	39.15998	62.37541	48.29167	
0	1.18992	17.43706	1.61182	0.00000	2.67639	3.82669	1.60518	1.46305	0.77259	0.49466	0.04351	650.77514	0.07431	0.07431	0.00516	0.00516	0.88979	0.30204	186.67104	79	HD 144579B	0.24300	0.18000	3100.00000	14.40314	M	241.21191	39.15998	62.37541	48.29167	
0	0.70595	35.94325	0.49415	0.00000	2.67639	3.46277	2.04090	5.91420	0.62510	0.59978	0.06902	650.77514	0.12036	0.12036	0.00748	0.00836	0.33918	0.12742	166.20320	79	HD 144579B	0.24300	0.18000	3100.00000	14.40314	M	241.21191	39.15998	62.37541	48.29167	
0	0.51229	75.02735	0.14236	0.00000	2.67639	0.44706	5.76691	1.46536	0.50825	0.24582	0.02626	650.77514	0.19658	0.19658	0.01271	0.01365	0.12714	0.15739	139.17556	79	HD 144579B	0.24300	0.18000	3100.00000	14.40314	M	241.21191	39.15998	62.37541	48.29167	
0	3.37100	445.41279	6.88456	0.00000	2.67639	1.61478	4.29564	2.56097	0.36245	0.28048	0.03900	650.77514	0.64452	0.64452	0.04340	0.04475	0.01183	0.20610	82.01773	79	HD 144579B	0.24300	0.18000	3100.00000	14.40314	M	241.21191	39.15998	62.37541	48.29167	
1	1.97332	6.24814	4.73949	0.00000	2.49275	0.03064	6.24801	6.08085	0.60474	0.43597	0.07260	429.85733	0.03749	0.03749	0.00258	0.00260	3.49612	0.39262	301.76607	79	HD 144579B	0.24300	0.18000	3100.00000	14.40314	M	241.21191	39.15998	62.37541	48.29167	
1	1.97387	41.46248	8.64896	0.00000	2.49275	1.91680	0.27024	6.18009	0.10287	0.33723	0.03116	429.85733	0.13238	0.13238	0.00914	0.00919	0.28036	0.26965	197.10428	79	HD 144579B	0.24300	0.18000	3100.00000	14.40314	M	241.21191	39.15998	62.37541	48.29167	
1	13.94378	482.57070	118.02472	0.00000	2.49275	4.57082	1.85860	3.49018	0.08326	0.56829	0.02663	429.85733	0.67989	0.67989	0.04125	0.04720	0.01063	0.59969	87.44643	79	HD 144579B	0.24300	0.18000	3100.00000	14.40314	M	241.21191	39.15998	62.37541	48.29167	
2	8.02704	27.60421	36.94235	0.00000	2.59034	3.56142	5.51030	5.84222	0.25472	0.23135	0.06123	4.07564	0.10094	0.10094	0.00611	0.00701	0.48227	0.60284	215.50423	79	HD 144579B	0.24300	0.18000	3100.00000	14.40314	M	241.21191	39.15998	62.37541	48.29167	
3	2.67316	17.34681	6.88456	0.00000	1.06055	3.65975	1.33451	4.89813	0.05962	0.31009	0.08291	1.36636	0.07405	0.07405	0.00514	0.00514	0.89597	0.34066	266.65747	79	HD 144579B	0.24300	0.18000	3100.00000	14.40314	M	241.21191	39.15998	62.37541	48.29167	
3	1.44580	430.83901	3.00300	0.00000	1.06055	3.72411	5.78072	2.26063	0.28331	0.58300	0.01226	1.36636	0.63038	0.63038	0.02253	0.04377	0.01236	0.01629	85.39419	79	HD 144579B	0.24300	0.18000	3100.00000	14.40314	M	241.21191	39.15998	62.37541	48.29167	
4	1.42327	0.94542	2.59716	0.00000	0.58217	5.77951	0.74102	5.01188	0.43671	0.30003	0.00384	1.23928	0.01065	0.01065	0.00071	0.00074	43.35961	0.46975	618.74015	79	HD 144579B	0.24300	0.18000	3100.00000	14.40314	M	241.21191	39.15998	62.37541	48.29167	
